theta_idx_l,theta_idx_m,den,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|3,num_1|1|1|1|1|1|1|1|1|1|1|1|1|2|2,num_1|1|1|1|1|1|1|1|1|1|1|1|1|4,num_1|1|1|1|1|1|1|1|1|1|1|1|2|3,num_1|1|1|1|1|1|1|1|1|1|1|1|5,num_1|1|1|1|1|1|1|1|1|1|1|2|2|2,num_1|1|1|1|1|1|1|1|1|1|1|2|4,num_1|1|1|1|1|1|1|1|1|1|1|3|3,num_1|1|1|1|1|1|1|1|1|1|1|6,num_1|1|1|1|1|1|1|1|1|1|2|2|3,num_1|1|1|1|1|1|1|1|1|1|2|5,num_1|1|1|1|1|1|1|1|1|1|3|4,num_1|1|1|1|1|1|1|1|1|1|7,num_1|1|1|1|1|1|1|1|1|2|2|2|2,num_1|1|1|1|1|1|1|1|1|2|2|4,num_1|1|1|1|1|1|1|1|1|2|3|3,num_1|1|1|1|1|1|1|1|1|2|6,num_1|1|1|1|1|1|1|1|1|3|5,num_1|1|1|1|1|1|1|1|1|4|4,num_1|1|1|1|1|1|1|1|1|8,num_1|1|1|1|1|1|1|1|2|2|2|3,num_1|1|1|1|1|1|1|1|2|2|5,num_1|1|1|1|1|1|1|1|2|3|4,num_1|1|1|1|1|1|1|1|2|7,num_1|1|1|1|1|1|1|1|3|3|3,num_1|1|1|1|1|1|1|1|3|6,num_1|1|1|1|1|1|1|1|4|5,num_1|1|1|1|1|1|1|1|9,num_1|1|1|1|1|1|1|2|2|2|2|2,num_1|1|1|1|1|1|1|2|2|2|4,num_1|1|1|1|1|1|1|2|2|3|3,num_1|1|1|1|1|1|1|2|2|6,num_1|1|1|1|1|1|1|2|3|5,num_1|1|1|1|1|1|1|2|4|4,num_1|1|1|1|1|1|1|2|8,num_1|1|1|1|1|1|1|3|3|4,num_1|1|1|1|1|1|1|3|7,num_1|1|1|1|1|1|1|4|6,num_1|1|1|1|1|1|1|5|5,num_1|1|1|1|1|1|1|10,num_1|1|1|1|1|1|2|2|2|2|3,num_1|1|1|1|1|1|2|2|2|5,num_1|1|1|1|1|1|2|2|3|4,num_1|1|1|1|1|1|2|2|7,num_1|1|1|1|1|1|2|3|3|3,num_1|1|1|1|1|1|2|3|6,num_1|1|1|1|1|1|2|4|5,num_1|1|1|1|1|1|2|9,num_1|1|1|1|1|1|3|3|5,num_1|1|1|1|1|1|3|4|4,num_1|1|1|1|1|1|3|8,num_1|1|1|1|1|1|4|7,num_1|1|1|1|1|1|5|6,num_1|1|1|1|1|1|11,num_1|1|1|1|1|2|2|2|2|2|2,num_1|1|1|1|1|2|2|2|2|4,num_1|1|1|1|1|2|2|2|3|3,num_1|1|1|1|1|2|2|2|6,num_1|1|1|1|1|2|2|3|5,num_1|1|1|1|1|2|2|4|4,num_1|1|1|1|1|2|2|8,num_1|1|1|1|1|2|3|3|4,num_1|1|1|1|1|2|3|7,num_1|1|1|1|1|2|4|6,num_1|1|1|1|1|2|5|5,num_1|1|1|1|1|2|10,num_1|1|1|1|1|3|3|3|3,num_1|1|1|1|1|3|3|6,num_1|1|1|1|1|3|4|5,num_1|1|1|1|1|3|9,num_1|1|1|1|1|4|4|4,num_1|1|1|1|1|4|8,num_1|1|1|1|1|5|7,num_1|1|1|1|1|6|6,num_1|1|1|1|1|12,num_1|1|1|1|2|2|2|2|2|3,num_1|1|1|1|2|2|2|2|5,num_1|1|1|1|2|2|2|3|4,num_1|1|1|1|2|2|2|7,num_1|1|1|1|2|2|3|3|3,num_1|1|1|1|2|2|3|6,num_1|1|1|1|2|2|4|5,num_1|1|1|1|2|2|9,num_1|1|1|1|2|3|3|5,num_1|1|1|1|2|3|4|4,num_1|1|1|1|2|3|8,num_1|1|1|1|2|4|7,num_1|1|1|1|2|5|6,num_1|1|1|1|2|11,num_1|1|1|1|3|3|3|4,num_1|1|1|1|3|3|7,num_1|1|1|1|3|4|6,num_1|1|1|1|3|5|5,num_1|1|1|1|3|10,num_1|1|1|1|4|4|5,num_1|1|1|1|4|9,num_1|1|1|1|5|8,num_1|1|1|1|6|7,num_1|1|1|1|13,num_1|1|1|2|2|2|2|2|2|2,num_1|1|1|2|2|2|2|2|4,num_1|1|1|2|2|2|2|3|3,num_1|1|1|2|2|2|2|6,num_1|1|1|2|2|2|3|5,num_1|1|1|2|2|2|4|4,num_1|1|1|2|2|2|8,num_1|1|1|2|2|3|3|4,num_1|1|1|2|2|3|7,num_1|1|1|2|2|4|6,num_1|1|1|2|2|5|5,num_1|1|1|2|2|10,num_1|1|1|2|3|3|3|3,num_1|1|1|2|3|3|6,num_1|1|1|2|3|4|5,num_1|1|1|2|3|9,num_1|1|1|2|4|4|4,num_1|1|1|2|4|8,num_1|1|1|2|5|7,num_1|1|1|2|6|6,num_1|1|1|2|12,num_1|1|1|3|3|3|5,num_1|1|1|3|3|4|4,num_1|1|1|3|3|8,num_1|1|1|3|4|7,num_1|1|1|3|5|6,num_1|1|1|3|11,num_1|1|1|4|4|6,num_1|1|1|4|5|5,num_1|1|1|4|10,num_1|1|1|5|9,num_1|1|1|6|8,num_1|1|1|7|7,num_1|1|1|14,num_1|1|2|2|2|2|2|2|3,num_1|1|2|2|2|2|2|5,num_1|1|2|2|2|2|3|4,num_1|1|2|2|2|2|7,num_1|1|2|2|2|3|3|3,num_1|1|2|2|2|3|6,num_1|1|2|2|2|4|5,num_1|1|2|2|2|9,num_1|1|2|2|3|3|5,num_1|1|2|2|3|4|4,num_1|1|2|2|3|8,num_1|1|2|2|4|7,num_1|1|2|2|5|6,num_1|1|2|2|11,num_1|1|2|3|3|3|4,num_1|1|2|3|3|7,num_1|1|2|3|4|6,num_1|1|2|3|5|5,num_1|1|2|3|10,num_1|1|2|4|4|5,num_1|1|2|4|9,num_1|1|2|5|8,num_1|1|2|6|7,num_1|1|2|13,num_1|1|3|3|3|3|3,num_1|1|3|3|3|6,num_1|1|3|3|4|5,num_1|1|3|3|9,num_1|1|3|4|4|4,num_1|1|3|4|8,num_1|1|3|5|7,num_1|1|3|6|6,num_1|1|3|12,num_1|1|4|4|7,num_1|1|4|5|6,num_1|1|4|11,num_1|1|5|5|5,num_1|1|5|10,num_1|1|6|9,num_1|1|7|8,num_1|1|15,num_1|2|2|2|2|2|2|2|2,num_1|2|2|2|2|2|2|4,num_1|2|2|2|2|2|3|3,num_1|2|2|2|2|2|6,num_1|2|2|2|2|3|5,num_1|2|2|2|2|4|4,num_1|2|2|2|2|8,num_1|2|2|2|3|3|4,num_1|2|2|2|3|7,num_1|2|2|2|4|6,num_1|2|2|2|5|5,num_1|2|2|2|10,num_1|2|2|3|3|3|3,num_1|2|2|3|3|6,num_1|2|2|3|4|5,num_1|2|2|3|9,num_1|2|2|4|4|4,num_1|2|2|4|8,num_1|2|2|5|7,num_1|2|2|6|6,num_1|2|2|12,num_1|2|3|3|3|5,num_1|2|3|3|4|4,num_1|2|3|3|8,num_1|2|3|4|7,num_1|2|3|5|6,num_1|2|3|11,num_1|2|4|4|6,num_1|2|4|5|5,num_1|2|4|10,num_1|2|5|9,num_1|2|6|8,num_1|2|7|7,num_1|2|14,num_1|3|3|3|3|4,num_1|3|3|3|7,num_1|3|3|4|6,num_1|3|3|5|5,num_1|3|3|10,num_1|3|4|4|5,num_1|3|4|9,num_1|3|5|8,num_1|3|6|7,num_1|3|13,num_1|4|4|4|4,num_1|4|4|8,num_1|4|5|7,num_1|4|6|6,num_1|4|12,num_1|5|5|6,num_1|5|11,num_1|6|10,num_1|7|9,num_1|8|8,num_1|16,num_2|2|2|2|2|2|2|3,num_2|2|2|2|2|2|5,num_2|2|2|2|2|3|4,num_2|2|2|2|2|7,num_2|2|2|2|3|3|3,num_2|2|2|2|3|6,num_2|2|2|2|4|5,num_2|2|2|2|9,num_2|2|2|3|3|5,num_2|2|2|3|4|4,num_2|2|2|3|8,num_2|2|2|4|7,num_2|2|2|5|6,num_2|2|2|11,num_2|2|3|3|3|4,num_2|2|3|3|7,num_2|2|3|4|6,num_2|2|3|5|5,num_2|2|3|10,num_2|2|4|4|5,num_2|2|4|9,num_2|2|5|8,num_2|2|6|7,num_2|2|13,num_2|3|3|3|3|3,num_2|3|3|3|6,num_2|3|3|4|5,num_2|3|3|9,num_2|3|4|4|4,num_2|3|4|8,num_2|3|5|7,num_2|3|6|6,num_2|3|12,num_2|4|4|7,num_2|4|5|6,num_2|4|11,num_2|5|5|5,num_2|5|10,num_2|6|9,num_2|7|8,num_2|15,num_3|3|3|3|5,num_3|3|3|4|4,num_3|3|3|8,num_3|3|4|7,num_3|3|5|6,num_3|3|11,num_3|4|4|6,num_3|4|5|5,num_3|4|10,num_3|5|9,num_3|6|8,num_3|7|7,num_3|14,num_4|4|4|5,num_4|4|9,num_4|5|8,num_4|6|7,num_4|13,num_5|5|7,num_5|6|6,num_5|12,num_6|11,num_7|10,num_8|9,num_17
10,3,19448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,8,0,8,8,252,0,0,0,1,1,1,91,1,70,70,70,945,0,0,0,23,0,17,17,459,11,11,345,330,330,2475,0,0,0,3,2,2,174,1,120,115,115,1500,0,76,71,1185,66,1110,1100,1100,4950,0,0,0,45,0,27,26,750,13,12,540,499,495,3630,3,364,329,325,3090,294,2910,2866,2860,7722,0,0,0,6,3,3,285,1,177,161,160,2265,0,94,81,1770,69,1627,1598,1595,6831,33,24,1312,1184,1158,6336,1059,1036,6111,6030,6009,6006,9009,0,0,0,74,0,38,35,1125,15,13,763,675,661,5247,3,456,383,372,4527,313,4251,4167,4149,9867,0,204,146,3756,99,3477,3396,3381,10065,3201,3123,10065,3060,10035,10017,10011,6435,0,0,0,10,4,4,424,1,241,208,205,3240,0,113,91,2439,72,2172,2103,2092,9636,36,25,1647,1395,1333,9339,1150,1099,9144,9051,9018,9011,9438,6,882,649,602,8847,431,8589,8481,8447,10725,264,8316,8207,8180,11220,8105,11385,11430,11439,11440,0,0,0,0,110,0,50,44,1584,17,14,1014,858,828,7326,3,555,438,419,6174,332,5676,5496,5446,13728,0,231,157,4719,102,4134,3937,3894,15510,3532,3342,16170,3195,16380,16434,16444,0,66,39,2937,2263,2057,17457,1580,1417,18162,18381,18436,18445,0,924,18876,19096,19150,0,19315,19360,0,0,0,0,0
10,4,19448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,36,36,36,672,0,8,8,308,8,252,252,2016,0,1,1,112,91,91,1204,70,980,945,945,4200,0,29,23,608,17,474,459,3060,360,345,2620,2495,2475,6600,0,4,3,243,179,174,1960,125,1595,1510,1500,5700,86,1270,1195,5220,1130,5020,4960,4950,7920,0,68,46,1055,29,801,754,4440,585,548,3880,3684,3636,8052,407,3324,3140,3102,7932,2966,7812,7748,7726,6864,0,10,6,444,305,287,3010,195,2462,2300,2271,7536,122,1948,1805,7146,1691,6938,6856,6837,8316,1475,1370,6668,6442,6363,8844,6219,6159,8994,9018,9014,9011,3432,0,130,78,1684,44,1248,1143,6282,869,793,5630,5356,5270,9504,557,4912,4634,4567,9852,4375,9906,9890,9875,5148,350,4142,3876,10104,3677,10118,10091,10079,5940,10121,10097,6270,10085,6390,6426,6434,0,0,20,10,730,474,432,4424,281,3616,3331,3268,9918,164,2797,2535,9870,2336,9752,9677,9654,7656,1994,1799,9650,9473,9390,8778,9288,9228,9228,9384,9428,9436,0,1262,9239,9006,8935,10020,8785,10506,10670,10714,0,8624,11000,11164,11200,0,11320,0,0,0,0,0,0,220,120,2530,62,1830,1632,8712,1217,1082,7940,7547,7397,11286,731,6893,6425,6298,12858,5980,13464,13664,13716,0,440,5555,5043,14586,4658,15236,15444,15488,0,15894,16094,0,16250,0,0,0,0,3938,3497,16478,17172,17380,0,17866,18030,0,0,0,0,0,18524,0,0,0,0,0,0,0,0,0,0,0
10,5,19448,0,0,0,0,0,0,0,0,0,0,330,0,120,120,1470,0,36,36,798,672,672,3528,8,364,308,2450,252,2086,2016,5880,1,133,112,1498,1239,1204,4900,1015,4410,4235,4200,7350,35,777,623,3710,504,3220,3080,7140,2765,2660,6860,6685,6615,6930,6,322,253,2485,2065,1980,6440,1700,5985,5775,5720,7770,1440,5495,5300,7980,5160,7980,7945,7930,4620,96,1414,1116,5285,903,4711,4504,8232,4140,3988,8232,8141,8083,6006,3612,8141,8027,7984,6594,7928,6804,6860,6868,1716,21,641,490,3829,3233,3086,8106,2697,7833,7648,7588,7518,2313,7466,7279,8106,7152,8288,8324,8326,2640,7026,6882,8666,8828,8858,3102,8984,9012,3312,3396,3424,3430,0,211,2341,1847,7231,1500,6667,6418,8946,6039,5850,9422,9528,9532,4026,5409,9822,9896,9898,4698,9968,4992,5104,5138,0,4923,10134,10180,5454,10224,5776,5894,5922,0,6104,6216,0,6300,0,0,0,0,56,1136,861,5616,4839,4620,9884,4092,10060,10024,9994,6084,3534,10094,10024,7050,9984,7456,7602,7636,0,9984,9912,8128,8568,8714,0,9008,9120,0,0,0,0,0,9756,9324,9792,9910,0,10232,0,0,0,0,10560,0,0,0,0,0,0,0,0,0,0,406,3636,2886,9626,2355,9214,8968,9108,8592,8376,10480,11032,11212,0,7824,11998,12584,12730,0,13136,0,0,0,0,7128,13662,14248,0,14688,0,0,0,0,0,0,0,0,0,0,0,0,15444,15912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,19448,0,0,0,0,0,0,792,0,330,330,2772,120,1722,1470,5292,36,924,798,4158,3654,3528,7056,420,2940,2520,6566,2226,6146,5936,7056,175,1827,1568,5656,5131,4970,7546,4655,7546,7441,7392,5292,981,4431,3905,7616,3540,7406,7246,6426,7141,7030,6846,6951,6957,2772,510,3090,2715,7161,6751,6600,7476,6350,7791,7831,7822,3822,6060,8041,8066,4326,8100,4536,4607,4622,792,1900,6166,5640,8253,5265,8383,8348,5124,8438,8412,5712,5937,6003,1254,8442,6315,6535,6586,1506,6740,1632,1688,1708,0,1155,4765,4320,8529,8409,8328,6636,8243,7267,7482,7528,1968,8103,7888,8083,2346,8232,2528,2604,2624,0,8484,8628,2780,2982,3058,0,3184,3240,0,0,0,0,0,3285,8097,7731,8219,7446,8807,8972,3060,9345,9464,3620,3878,3974,0,9807,4256,4534,4610,0,4792,0,0,0,0,10125,4968,5246,0,5448,0,0,0,0,0,0,0,0,0,0,0,0,2240,6900,6465,9572,9971,10040,4712,10274,5530,5884,5980,0,10458,6444,6798,0,7056,0,0,0,0,7434,7712,0,0,0,0,0,0,0,0,0,0,0,8424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,10152,10170,7182,10119,8354,8804,0,9622,9976,0,0,0,0,10890,0,0,0,0,0,0,0,0,0,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,19448,0,0,0,0,1716,792,4620,330,3234,2772,6930,1974,6090,5502,7350,1176,4872,4410,7560,7350,7224,5880,3556,7280,6916,6860,6678,7140,7168,3528,2590,6510,6160,7630,7756,7742,4606,7840,5096,5278,5320,1470,5434,8030,7986,5810,7956,6306,6462,2142,6776,6890,2506,2682,2750,330,4500,7944,7802,7040,7482,7580,3052,7866,3522,3732,3790,540,8136,4026,4226,666,4368,736,770,780,0,7400,8136,8452,4236,8670,4812,5036,876,5402,5568,1072,1176,1220,0,5958,1302,1416,1450,0,1520,0,0,0,0,6720,8896,9032,5696,6348,6528,1408,6956,1708,1856,1900,0,7398,2052,2200,0,2304,0,0,0,0,2430,2544,0,0,0,0,0,0,0,0,0,0,0,9152,7360,8000,2240,8460,2688,2880,0,3180,3328,0,0,0,0,3672,0,0,0,0,0,0,0,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960,9024,9472,3520,4160,4352,0,4800,0,0,0,0,5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10304,5440,6272,0,6912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,19448,0,0,3432,1716,6864,5412,7920,4158,7788,7590,6600,7218,7500,7740,4200,6552,8124,8220,5340,5856,6000,2016,8380,6548,7012,2828,7332,3276,3472,672,8330,7697,8003,3863,4386,4544,1036,4871,1261,1382,1420,120,8614,5109,5647,1569,6027,1881,2024,204,2215,2320,260,294,310,0,9120,6488,6899,2324,2729,2856,344,3118,434,484,500,0,3402,540,590,0,624,0,0,0,0,7812,3344,3810,574,4149,714,780,0,870,920,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,8736,4624,5024,944,1150,1216,0,1356,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6032,1520,1792,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7168,2368,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,19448,0,6435,9009,9438,7722,9108,4950,9999,6435,6930,2475,7905,3495,4005,945,8964,4728,5139,1440,1737,1836,252,6030,2124,2466,414,2709,522,576,36,7040,3000,3292,664,814,864,64,960,84,96,100,0,3984,1032,1216,112,1350,144,160,0,180,192,0,0,0,0,4800,1536,1704,192,240,256,0,288,0,0,0,0,324,0,0,0,0,0,0,0,0,2144,320,384,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,512,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,19448,19448,13013,7007,8294,3146,4136,1166,4961,1661,1826,341,2231,521,611,71,2720,764,845,116,143,152,8,1054,184,218,14,243,18,20,0,1312,280,312,24,30,32,0,36,0,0,0,0,400,40,48,0,54,0,0,0,0,0,0,0,0,0,512,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,12376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,78,0,0,0,0,12,0,1,0,0,0,4368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,1365,0,0,0,0,0,1,0,0,0,0,0,0,364,0,0,0,0,78,0,0,12,1,0,0,12376
11,2,12376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,1,1,66,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,12,0,12,12,12,330,0,0,0,0,0,0,0,2,0,0,1,1,1,121,0,0,0,0,82,0,78,78,78,1144,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,13,0,12,12,12,550,0,0,2,1,1,396,0,0,367,364,364,364,3003,0,0,0,0,0,0,0,3,0,0,1,1,1,176,0,0,0,0,92,0,79,78,78,1859,0,0,0,24,0,13,12,12,1485,2,1,1386,0,1367,1365,1365,6006,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,14,0,12,12,12,770,0,0,2,1,1,451,0,0,377,365,364,364,5005,0,0,0,0,157,0,90,79,78,4576,0,24,13,12,4422,2,4378,4369,4368,4368,8008,0,0,0,0,0,0,0,4,0,0,1,1,1,231,0,0,0,0,102,0,80,78,78,2574,0,0,0,25,0,13,12,12,1705,2,1,1441,0,1377,1366,1365,11011,0,0,3,1,1,726,0,0,442,376,365,364,12012,0,156,90,79,12298,24,14,12364,12375,12376,12376,0
11,3,12376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,7,0,7,7,7,210,0,0,0,1,0,1,1,81,1,1,66,66,66,825,0,0,0,0,0,0,22,0,17,17,17,425,0,12,12,340,12,330,330,330,2200,0,0,0,3,0,2,2,170,1,1,125,121,121,1430,0,86,82,82,1200,78,1150,1144,1144,4290,0,0,0,0,0,0,45,0,28,27,27,760,0,14,13,585,12,553,550,550,3465,3,2,428,399,396,3135,370,367,3030,3006,3003,3003,6006,0,0,0,6,0,3,3,295,1,1,192,177,176,2365,0,106,93,92,1985,80,1881,1861,1859,6149,0,36,25,1606,15,1506,1487,1485,6094,1407,1388,6039,1371,6014,6007,6006,5005,0,0,0,0,0,0,76,0,40,37,37,1215,0,16,14,866,12,784,771,770,5522,3,2,539,464,452,5192,390,379,5057,5015,5006,5005,7007,0,237,169,159,4782,103,4630,4586,4577,7722,48,4476,4432,4424,7942,4389,7997,8007,8008,8008,0,0,0,0,10,0,4,4,456,1,1,267,234,231,3630,0,127,104,102,2890,82,2648,2586,2575,9724,0,39,26,2043,15,1781,1717,1707,10659,1517,1454,10934,1401,10999,11010,11011,0,6,3,1086,804,739,11649,521,466,11934,12000,12011,12012,0,246,12220,12286,12297,0,12352,12362,0,0,0,0,0
11,4,12376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,28,0,28,28,504,0,0,0,7,7,7,245,7,210,210,210,1575,0,1,1,96,1,81,81,990,66,66,845,825,825,3300,0,0,0,27,22,22,530,17,435,425,425,2550,12,350,340,2280,330,2210,2200,2200,4950,0,4,3,225,2,174,170,1740,129,125,1490,1436,1430,4620,90,1256,1206,1200,4410,1156,4320,4294,4290,5148,0,0,0,66,46,45,995,29,798,763,760,3915,16,620,588,3600,559,3493,3468,3465,5841,460,434,3268,3162,3138,6006,3057,3036,6021,6012,6007,6006,3003,0,10,6,436,3,313,296,2880,208,194,2497,2388,2367,6204,121,2112,2007,1989,6219,1905,6180,6157,6150,4290,60,1728,1629,6180,1548,6127,6102,6096,4785,6072,6048,4950,6030,4995,5004,5005,0,0,0,0,130,80,76,1696,43,1320,1230,1217,5922,20,963,881,5688,812,5572,5532,5524,6072,629,565,5377,5244,5203,6732,5110,5077,6942,6996,7006,7007,0,330,4986,4837,4802,7437,4694,7656,7711,7721,0,4584,7876,7931,7940,0,7985,0,0,0,0,0,0,20,10,750,4,504,460,4536,304,273,3922,3702,3643,8514,155,3204,2965,2914,9384,2734,9648,9712,9723,0,70,2380,2131,10308,1933,10582,10647,10657,0,10857,10921,0,10975,0,0,0,0,1456,1242,11287,11571,11636,0,11855,11910,0,0,0,0,0,12130,0,0,0,0,0,0,0,0,0,0,0
11,5,12376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,84,84,84,1008,0,28,28,574,28,504,504,2520,0,7,7,280,245,245,1820,210,1610,1575,1575,4200,1,111,96,1170,81,1010,990,3660,865,845,3400,3315,3300,4950,0,32,27,645,540,530,2920,445,2635,2560,2550,5100,370,2360,2290,5040,2230,4980,4955,4950,3960,5,286,229,2075,182,1804,1746,4920,1550,1502,4740,4651,4624,4818,1318,4531,4440,4418,5088,4354,5148,5152,5149,1716,0,90,68,1256,1036,1001,4350,839,4053,3944,3921,5616,690,3736,3631,5826,3549,5854,5847,5843,2508,3405,3322,6004,6021,6013,2838,6037,6033,2958,2994,3002,3003,0,15,600,457,3401,349,3018,2906,6174,2632,2543,6256,6233,6213,3630,2262,6287,6251,6235,4080,6219,4236,4280,4289,0,1975,6265,6221,4566,6193,4730,4775,4783,0,4895,4939,0,4975,0,0,0,0,0,200,140,2210,1811,1728,6208,1441,6067,5971,5942,5202,1160,5853,5748,5808,5672,6008,6061,6070,0,5570,5481,6458,6667,6720,0,6876,6920,0,0,0,0,0,5242,7153,7370,7415,0,7579,0,0,0,0,7744,0,0,0,0,0,0,0,0,0,0,35,1110,815,5295,603,4805,4618,7380,4224,4066,8186,8439,8501,0,3590,9045,9307,9360,0,9560,0,0,0,0,3045,9957,10219,0,10428,0,0,0,0,0,0,0,0,0,0,0,0,10914,11131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
